2026-02-03 00:06:47.345917 -Reason : Allowed Packet : 192.168.0.139 - Packet :{'source_ip': '192.168.0.139', 'destination_ip': '10.10.180.254', 'port': 18709, 'protocol': 'UDP'} 
2026-02-03 00:16:29.228320 -Reason : Allowed Packet : 192.168.20.89 - Packet :{'source_ip': '192.168.20.89', 'destination_ip': '10.10.37.139', 'port': 41149, 'protocol': 'ICMP'} 
2026-02-03 00:16:29.431011 -Reason : Allowed Packet : 192.168.85.102 - Packet :{'source_ip': '192.168.85.102', 'destination_ip': '10.10.243.92', 'port': 64119, 'protocol': 'TCP'} 
2026-02-03 00:16:29.523184 -Reason : Allowed Packet : 192.168.229.78 - Packet :{'source_ip': '192.168.229.78', 'destination_ip': '10.10.121.170', 'port': 15783, 'protocol': 'TCP'} 
2026-02-03 00:16:29.931461 -Reason : Allowed Packet : 192.168.205.239 - Packet :{'source_ip': '192.168.205.239', 'destination_ip': '10.10.180.132', 'port': 61579, 'protocol': 'TCP'} 
2026-02-03 00:16:30.005483 -Reason : Allowed Packet : 192.168.222.5 - Packet :{'source_ip': '192.168.222.5', 'destination_ip': '10.10.50.136', 'port': 30509, 'protocol': 'UDP'} 
2026-02-03 00:16:30.229583 -Reason : Allowed Packet : 192.168.102.162 - Packet :{'source_ip': '192.168.102.162', 'destination_ip': '10.10.201.18', 'port': 46112, 'protocol': 'UDP'} 
2026-02-03 00:16:30.433595 -Reason : Allowed Packet : 192.168.213.127 - Packet :{'source_ip': '192.168.213.127', 'destination_ip': '10.10.162.234', 'port': 55537, 'protocol': 'UDP'} 
2026-02-03 00:16:30.525955 -Reason : Allowed Packet : 192.168.146.191 - Packet :{'source_ip': '192.168.146.191', 'destination_ip': '10.10.210.212', 'port': 43052, 'protocol': 'ICMP'} 
2026-02-03 00:16:30.937777 -Reason : Allowed Packet : 192.168.193.65 - Packet :{'source_ip': '192.168.193.65', 'destination_ip': '10.10.82.109', 'port': 33196, 'protocol': 'TCP'} 
2026-02-03 00:16:31.012381 -Reason : Allowed Packet : 192.168.250.148 - Packet :{'source_ip': '192.168.250.148', 'destination_ip': '10.10.163.112', 'port': 39024, 'protocol': 'TCP'} 
2026-02-03 00:16:31.232746 -Reason : Allowed Packet : 192.168.121.20 - Packet :{'source_ip': '192.168.121.20', 'destination_ip': '10.10.125.95', 'port': 65536, 'protocol': 'ICMP'} 
2026-02-03 00:16:31.436465 -Reason : Allowed Packet : 192.168.238.11 - Packet :{'source_ip': '192.168.238.11', 'destination_ip': '10.10.170.208', 'port': 34674, 'protocol': 'TCP'} 
2026-02-03 00:16:31.530053 -Reason : Allowed Packet : 192.168.7.232 - Packet :{'source_ip': '192.168.7.232', 'destination_ip': '10.10.103.101', 'port': 42636, 'protocol': 'TCP'} 
2026-02-03 00:16:31.940437 -Reason : Allowed Packet : 192.168.176.116 - Packet :{'source_ip': '192.168.176.116', 'destination_ip': '10.10.52.47', 'port': 61049, 'protocol': 'TCP'} 
2026-02-03 00:16:32.017348 -Reason : Allowed Packet : 192.168.45.125 - Packet :{'source_ip': '192.168.45.125', 'destination_ip': '10.10.97.21', 'port': 35802, 'protocol': 'UDP'} 
2026-02-03 00:16:32.239487 -Reason : Allowed Packet : 192.168.134.168 - Packet :{'source_ip': '192.168.134.168', 'destination_ip': '10.10.89.244', 'port': 51453, 'protocol': 'TCP'} 
2026-02-03 00:16:32.440428 -Reason : Allowed Packet : 192.168.132.14 - Packet :{'source_ip': '192.168.132.14', 'destination_ip': '10.10.195.106', 'port': 37702, 'protocol': 'TCP'} 
2026-02-03 00:16:32.533603 -Reason : Allowed Packet : 192.168.81.8 - Packet :{'source_ip': '192.168.81.8', 'destination_ip': '10.10.108.34', 'port': 21209, 'protocol': 'ICMP'} 
2026-02-03 00:16:32.944425 -Reason : Allowed Packet : 192.168.36.110 - Packet :{'source_ip': '192.168.36.110', 'destination_ip': '10.10.196.107', 'port': 12771, 'protocol': 'UDP'} 
2026-02-03 00:16:33.021047 -Reason : Allowed Packet : 192.168.40.220 - Packet :{'source_ip': '192.168.40.220', 'destination_ip': '10.10.169.85', 'port': 6872, 'protocol': 'ICMP'} 
2026-02-03 00:16:33.243927 -Reason : Allowed Packet : 192.168.34.235 - Packet :{'source_ip': '192.168.34.235', 'destination_ip': '10.10.107.121', 'port': 12559, 'protocol': 'TCP'} 
2026-02-03 00:16:33.444508 -Reason : Allowed Packet : 192.168.246.147 - Packet :{'source_ip': '192.168.246.147', 'destination_ip': '10.10.225.51', 'port': 34519, 'protocol': 'ICMP'} 
2026-02-03 00:16:33.536359 -Reason : Allowed Packet : 192.168.74.149 - Packet :{'source_ip': '192.168.74.149', 'destination_ip': '10.10.248.25', 'port': 5190, 'protocol': 'UDP'} 
2026-02-03 00:16:33.946136 -Reason : Allowed Packet : 192.168.157.119 - Packet :{'source_ip': '192.168.157.119', 'destination_ip': '10.10.114.121', 'port': 49082, 'protocol': 'UDP'} 
2026-02-03 00:16:34.024254 -Reason : Allowed Packet : 192.168.232.28 - Packet :{'source_ip': '192.168.232.28', 'destination_ip': '10.10.207.57', 'port': 2967, 'protocol': 'ICMP'} 
2026-02-03 00:16:34.248328 -Reason : Allowed Packet : 192.168.247.83 - Packet :{'source_ip': '192.168.247.83', 'destination_ip': '10.10.245.25', 'port': 34623, 'protocol': 'UDP'} 
2026-02-03 00:16:34.448666 -Reason : Allowed Packet : 192.168.76.119 - Packet :{'source_ip': '192.168.76.119', 'destination_ip': '10.10.248.170', 'port': 40655, 'protocol': 'TCP'} 
2026-02-03 00:16:34.539124 -Reason : Allowed Packet : 192.168.126.64 - Packet :{'source_ip': '192.168.126.64', 'destination_ip': '10.10.229.248', 'port': 26168, 'protocol': 'ICMP'} 
2026-02-03 00:16:34.950800 -Reason : Allowed Packet : 192.168.14.179 - Packet :{'source_ip': '192.168.14.179', 'destination_ip': '10.10.190.235', 'port': 47548, 'protocol': 'TCP'} 
2026-02-03 00:16:35.027229 -Reason : Allowed Packet : 192.168.182.240 - Packet :{'source_ip': '192.168.182.240', 'destination_ip': '10.10.81.48', 'port': 16513, 'protocol': 'TCP'} 
2026-02-03 00:16:35.251890 -Reason : Allowed Packet : 192.168.200.68 - Packet :{'source_ip': '192.168.200.68', 'destination_ip': '10.10.10.178', 'port': 37337, 'protocol': 'TCP'} 
2026-02-03 00:16:35.451396 -Reason : Allowed Packet : 192.168.201.210 - Packet :{'source_ip': '192.168.201.210', 'destination_ip': '10.10.49.195', 'port': 63781, 'protocol': 'ICMP'} 
2026-02-03 00:16:35.541394 -Reason : Allowed Packet : 192.168.234.109 - Packet :{'source_ip': '192.168.234.109', 'destination_ip': '10.10.196.252', 'port': 42522, 'protocol': 'TCP'} 
2026-02-03 00:16:35.955698 -Reason : Allowed Packet : 192.168.103.126 - Packet :{'source_ip': '192.168.103.126', 'destination_ip': '10.10.200.146', 'port': 58780, 'protocol': 'TCP'} 
2026-02-03 00:16:36.030979 -Reason : Allowed Packet : 192.168.170.60 - Packet :{'source_ip': '192.168.170.60', 'destination_ip': '10.10.28.161', 'port': 49668, 'protocol': 'UDP'} 
2026-02-03 00:16:36.255821 -Reason : Allowed Packet : 192.168.190.183 - Packet :{'source_ip': '192.168.190.183', 'destination_ip': '10.10.68.70', 'port': 46183, 'protocol': 'UDP'} 
2026-02-03 00:16:36.456059 -Reason : Allowed Packet : 192.168.33.133 - Packet :{'source_ip': '192.168.33.133', 'destination_ip': '10.10.186.100', 'port': 11145, 'protocol': 'TCP'} 
2026-02-03 00:16:36.545619 -Reason : Allowed Packet : 192.168.128.77 - Packet :{'source_ip': '192.168.128.77', 'destination_ip': '10.10.53.232', 'port': 22627, 'protocol': 'TCP'} 
2026-02-03 00:16:36.960461 -Reason : Allowed Packet : 192.168.69.13 - Packet :{'source_ip': '192.168.69.13', 'destination_ip': '10.10.103.54', 'port': 31255, 'protocol': 'UDP'} 
2026-02-03 00:16:37.034737 -Reason : Allowed Packet : 192.168.228.14 - Packet :{'source_ip': '192.168.228.14', 'destination_ip': '10.10.192.227', 'port': 28635, 'protocol': 'TCP'} 
2026-02-03 00:16:37.259528 -Reason : Allowed Packet : 192.168.71.109 - Packet :{'source_ip': '192.168.71.109', 'destination_ip': '10.10.22.162', 'port': 35722, 'protocol': 'UDP'} 
2026-02-03 00:16:37.460837 -Reason : Allowed Packet : 192.168.237.54 - Packet :{'source_ip': '192.168.237.54', 'destination_ip': '10.10.47.7', 'port': 8987, 'protocol': 'UDP'} 
2026-02-03 00:16:37.548902 -Reason : Allowed Packet : 192.168.157.114 - Packet :{'source_ip': '192.168.157.114', 'destination_ip': '10.10.90.88', 'port': 4487, 'protocol': 'ICMP'} 
2026-02-03 00:16:37.963682 -Reason : Allowed Packet : 192.168.47.156 - Packet :{'source_ip': '192.168.47.156', 'destination_ip': '10.10.120.5', 'port': 57368, 'protocol': 'TCP'} 
2026-02-03 00:16:38.038914 -Reason : Allowed Packet : 192.168.189.124 - Packet :{'source_ip': '192.168.189.124', 'destination_ip': '10.10.150.222', 'port': 49737, 'protocol': 'ICMP'} 
2026-02-03 00:16:38.263434 -Reason : Allowed Packet : 192.168.54.26 - Packet :{'source_ip': '192.168.54.26', 'destination_ip': '10.10.152.135', 'port': 56390, 'protocol': 'TCP'} 
2026-02-03 00:16:38.463727 -Reason : Allowed Packet : 192.168.128.82 - Packet :{'source_ip': '192.168.128.82', 'destination_ip': '10.10.115.11', 'port': 30630, 'protocol': 'UDP'} 
2026-02-03 00:16:38.553377 -Reason : Allowed Packet : 192.168.86.88 - Packet :{'source_ip': '192.168.86.88', 'destination_ip': '10.10.33.250', 'port': 13972, 'protocol': 'ICMP'} 
2026-02-03 00:16:38.965116 -Reason : Allowed Packet : 192.168.113.234 - Packet :{'source_ip': '192.168.113.234', 'destination_ip': '10.10.236.27', 'port': 10812, 'protocol': 'TCP'} 
2026-02-03 00:16:39.042321 -Reason : Allowed Packet : 192.168.152.124 - Packet :{'source_ip': '192.168.152.124', 'destination_ip': '10.10.49.141', 'port': 15744, 'protocol': 'ICMP'} 
2026-02-03 00:16:39.272868 -Reason : Allowed Packet : 192.168.4.150 - Packet :{'source_ip': '192.168.4.150', 'destination_ip': '10.10.6.192', 'port': 65144, 'protocol': 'UDP'} 
2026-02-03 00:16:39.468559 -Reason : Allowed Packet : 192.168.7.96 - Packet :{'source_ip': '192.168.7.96', 'destination_ip': '10.10.165.49', 'port': 13808, 'protocol': 'UDP'} 
2026-02-03 00:16:39.555430 -Reason : Allowed Packet : 192.168.222.227 - Packet :{'source_ip': '192.168.222.227', 'destination_ip': '10.10.49.169', 'port': 28455, 'protocol': 'ICMP'} 
2026-02-03 00:16:39.968606 -Reason : Allowed Packet : 192.168.94.61 - Packet :{'source_ip': '192.168.94.61', 'destination_ip': '10.10.188.110', 'port': 2218, 'protocol': 'UDP'} 
2026-02-03 00:16:40.045347 -Reason : Allowed Packet : 192.168.241.75 - Packet :{'source_ip': '192.168.241.75', 'destination_ip': '10.10.104.127', 'port': 45990, 'protocol': 'UDP'} 
2026-02-03 00:16:40.277539 -Reason : Allowed Packet : 192.168.88.1 - Packet :{'source_ip': '192.168.88.1', 'destination_ip': '10.10.109.50', 'port': 28547, 'protocol': 'UDP'} 
2026-02-03 00:16:40.473860 -Reason : Allowed Packet : 192.168.187.83 - Packet :{'source_ip': '192.168.187.83', 'destination_ip': '10.10.42.129', 'port': 21366, 'protocol': 'UDP'} 
2026-02-03 00:16:40.559486 -Reason : Allowed Packet : 192.168.201.180 - Packet :{'source_ip': '192.168.201.180', 'destination_ip': '10.10.239.13', 'port': 31404, 'protocol': 'ICMP'} 
2026-02-03 00:16:40.975748 -Reason : Allowed Packet : 192.168.141.210 - Packet :{'source_ip': '192.168.141.210', 'destination_ip': '10.10.61.6', 'port': 46374, 'protocol': 'UDP'} 
2026-02-03 00:16:41.047892 -Reason : Allowed Packet : 192.168.149.86 - Packet :{'source_ip': '192.168.149.86', 'destination_ip': '10.10.31.133', 'port': 36107, 'protocol': 'UDP'} 
2026-02-03 00:16:41.283615 -Reason : Allowed Packet : 192.168.245.121 - Packet :{'source_ip': '192.168.245.121', 'destination_ip': '10.10.76.148', 'port': 62453, 'protocol': 'TCP'} 
2026-02-03 00:16:41.477473 -Reason : Allowed Packet : 192.168.189.179 - Packet :{'source_ip': '192.168.189.179', 'destination_ip': '10.10.120.163', 'port': 61160, 'protocol': 'UDP'} 
2026-02-03 00:16:41.566042 -Reason : Allowed Packet : 192.168.94.173 - Packet :{'source_ip': '192.168.94.173', 'destination_ip': '10.10.117.175', 'port': 12320, 'protocol': 'UDP'} 
2026-02-03 00:16:41.979645 -Reason : Allowed Packet : 192.168.152.181 - Packet :{'source_ip': '192.168.152.181', 'destination_ip': '10.10.197.138', 'port': 56494, 'protocol': 'ICMP'} 
2026-02-03 00:16:42.056392 -Reason : Allowed Packet : 192.168.85.106 - Packet :{'source_ip': '192.168.85.106', 'destination_ip': '10.10.6.247', 'port': 34740, 'protocol': 'ICMP'} 
2026-02-03 00:16:42.287126 -Reason : Allowed Packet : 192.168.122.141 - Packet :{'source_ip': '192.168.122.141', 'destination_ip': '10.10.244.206', 'port': 52940, 'protocol': 'TCP'} 
2026-02-03 00:16:42.481076 -Reason : Allowed Packet : 192.168.115.14 - Packet :{'source_ip': '192.168.115.14', 'destination_ip': '10.10.0.4', 'port': 64812, 'protocol': 'ICMP'} 
2026-02-03 00:16:42.572349 -Reason : Allowed Packet : 192.168.243.171 - Packet :{'source_ip': '192.168.243.171', 'destination_ip': '10.10.185.143', 'port': 31927, 'protocol': 'UDP'} 
2026-02-03 00:16:42.982806 -Reason : Allowed Packet : 192.168.245.245 - Packet :{'source_ip': '192.168.245.245', 'destination_ip': '10.10.102.33', 'port': 13226, 'protocol': 'ICMP'} 
2026-02-03 00:16:43.059695 -Reason : Allowed Packet : 192.168.220.104 - Packet :{'source_ip': '192.168.220.104', 'destination_ip': '10.10.104.201', 'port': 37183, 'protocol': 'ICMP'} 
2026-02-03 00:16:43.293017 -Reason : Allowed Packet : 192.168.249.207 - Packet :{'source_ip': '192.168.249.207', 'destination_ip': '10.10.212.240', 'port': 32817, 'protocol': 'ICMP'} 
2026-02-03 00:16:43.485916 -Reason : Allowed Packet : 192.168.197.211 - Packet :{'source_ip': '192.168.197.211', 'destination_ip': '10.10.102.35', 'port': 44155, 'protocol': 'UDP'} 
2026-02-03 00:16:43.579039 -Reason : Allowed Packet : 192.168.135.248 - Packet :{'source_ip': '192.168.135.248', 'destination_ip': '10.10.89.14', 'port': 7365, 'protocol': 'UDP'} 
2026-02-03 00:16:43.988246 -Reason : Allowed Packet : 192.168.192.200 - Packet :{'source_ip': '192.168.192.200', 'destination_ip': '10.10.181.197', 'port': 36766, 'protocol': 'UDP'} 
2026-02-03 00:16:44.063933 -Reason : Allowed Packet : 192.168.8.125 - Packet :{'source_ip': '192.168.8.125', 'destination_ip': '10.10.234.48', 'port': 62916, 'protocol': 'TCP'} 
2026-02-03 00:16:44.297581 -Reason : Allowed Packet : 192.168.228.119 - Packet :{'source_ip': '192.168.228.119', 'destination_ip': '10.10.217.141', 'port': 31544, 'protocol': 'TCP'} 
2026-02-03 00:16:44.490336 -Reason : Allowed Packet : 192.168.106.199 - Packet :{'source_ip': '192.168.106.199', 'destination_ip': '10.10.72.203', 'port': 63038, 'protocol': 'TCP'} 
2026-02-03 00:16:44.582020 -Reason : Allowed Packet : 192.168.7.156 - Packet :{'source_ip': '192.168.7.156', 'destination_ip': '10.10.229.95', 'port': 279, 'protocol': 'ICMP'} 
2026-02-03 00:16:44.990786 -Reason : Allowed Packet : 192.168.111.189 - Packet :{'source_ip': '192.168.111.189', 'destination_ip': '10.10.226.207', 'port': 55054, 'protocol': 'ICMP'} 
2026-02-03 00:16:45.072126 -Reason : Allowed Packet : 192.168.201.130 - Packet :{'source_ip': '192.168.201.130', 'destination_ip': '10.10.195.233', 'port': 50379, 'protocol': 'ICMP'} 
2026-02-03 00:16:45.300980 -Reason : Allowed Packet : 192.168.126.113 - Packet :{'source_ip': '192.168.126.113', 'destination_ip': '10.10.30.70', 'port': 40643, 'protocol': 'ICMP'} 
2026-02-03 00:16:45.494349 -Reason : Allowed Packet : 192.168.20.136 - Packet :{'source_ip': '192.168.20.136', 'destination_ip': '10.10.111.67', 'port': 15892, 'protocol': 'ICMP'} 
2026-02-03 00:16:45.586207 -Reason : Allowed Packet : 192.168.151.24 - Packet :{'source_ip': '192.168.151.24', 'destination_ip': '10.10.7.17', 'port': 10245, 'protocol': 'UDP'} 
2026-02-03 00:16:45.994488 -Reason : Allowed Packet : 192.168.126.95 - Packet :{'source_ip': '192.168.126.95', 'destination_ip': '10.10.211.98', 'port': 16090, 'protocol': 'ICMP'} 
2026-02-03 00:16:46.077910 -Reason : Allowed Packet : 192.168.190.93 - Packet :{'source_ip': '192.168.190.93', 'destination_ip': '10.10.179.241', 'port': 60806, 'protocol': 'ICMP'} 
2026-02-03 00:16:46.306975 -Reason : Allowed Packet : 192.168.74.25 - Packet :{'source_ip': '192.168.74.25', 'destination_ip': '10.10.191.229', 'port': 8609, 'protocol': 'TCP'} 
2026-02-03 00:16:46.497288 -Reason : Allowed Packet : 192.168.254.114 - Packet :{'source_ip': '192.168.254.114', 'destination_ip': '10.10.71.93', 'port': 25682, 'protocol': 'ICMP'} 
2026-02-03 00:16:46.589215 -Reason : Allowed Packet : 192.168.150.171 - Packet :{'source_ip': '192.168.150.171', 'destination_ip': '10.10.244.31', 'port': 48503, 'protocol': 'TCP'} 
2026-02-03 00:16:46.997249 -Reason : Allowed Packet : 192.168.104.229 - Packet :{'source_ip': '192.168.104.229', 'destination_ip': '10.10.229.143', 'port': 24556, 'protocol': 'UDP'} 
2026-02-03 00:16:47.081171 -Reason : Allowed Packet : 192.168.129.182 - Packet :{'source_ip': '192.168.129.182', 'destination_ip': '10.10.71.97', 'port': 42100, 'protocol': 'TCP'} 
2026-02-03 00:16:47.311336 -Reason : Allowed Packet : 192.168.164.93 - Packet :{'source_ip': '192.168.164.93', 'destination_ip': '10.10.35.199', 'port': 29303, 'protocol': 'UDP'} 
2026-02-03 00:16:47.500756 -Reason : Allowed Packet : 192.168.49.201 - Packet :{'source_ip': '192.168.49.201', 'destination_ip': '10.10.12.214', 'port': 57671, 'protocol': 'ICMP'} 
2026-02-03 00:16:47.594333 -Reason : Allowed Packet : 192.168.8.87 - Packet :{'source_ip': '192.168.8.87', 'destination_ip': '10.10.198.19', 'port': 66457, 'protocol': 'ICMP'} 
2026-02-03 00:16:48.004265 -Reason : Allowed Packet : 192.168.7.208 - Packet :{'source_ip': '192.168.7.208', 'destination_ip': '10.10.242.12', 'port': 13659, 'protocol': 'UDP'} 
2026-02-03 00:16:48.084089 -Reason : Allowed Packet : 192.168.135.87 - Packet :{'source_ip': '192.168.135.87', 'destination_ip': '10.10.224.220', 'port': 59841, 'protocol': 'ICMP'} 
2026-02-03 00:16:48.315573 -Reason : Allowed Packet : 192.168.55.194 - Packet :{'source_ip': '192.168.55.194', 'destination_ip': '10.10.30.22', 'port': 21109, 'protocol': 'TCP'} 
2026-02-03 00:16:48.504630 -Reason : Allowed Packet : 192.168.166.97 - Packet :{'source_ip': '192.168.166.97', 'destination_ip': '10.10.140.150', 'port': 39913, 'protocol': 'UDP'} 
2026-02-03 00:16:48.597406 -Reason : Allowed Packet : 192.168.68.203 - Packet :{'source_ip': '192.168.68.203', 'destination_ip': '10.10.133.247', 'port': 5094, 'protocol': 'ICMP'} 
2026-02-03 00:16:49.010596 -Reason : Allowed Packet : 192.168.72.100 - Packet :{'source_ip': '192.168.72.100', 'destination_ip': '10.10.58.2', 'port': 30906, 'protocol': 'TCP'} 
2026-02-03 00:16:49.088380 -Reason : Allowed Packet : 192.168.121.59 - Packet :{'source_ip': '192.168.121.59', 'destination_ip': '10.10.175.152', 'port': 10425, 'protocol': 'TCP'} 
2026-02-03 00:16:49.320429 -Reason : Allowed Packet : 192.168.232.181 - Packet :{'source_ip': '192.168.232.181', 'destination_ip': '10.10.183.159', 'port': 14470, 'protocol': 'TCP'} 
2026-02-03 00:16:49.509230 -Reason : Allowed Packet : 192.168.98.51 - Packet :{'source_ip': '192.168.98.51', 'destination_ip': '10.10.24.139', 'port': 45664, 'protocol': 'UDP'} 
2026-02-03 00:16:49.600275 -Reason : Allowed Packet : 192.168.72.19 - Packet :{'source_ip': '192.168.72.19', 'destination_ip': '10.10.151.227', 'port': 2718, 'protocol': 'UDP'} 
2026-02-03 00:16:50.015064 -Reason : Allowed Packet : 192.168.178.129 - Packet :{'source_ip': '192.168.178.129', 'destination_ip': '10.10.195.252', 'port': 57459, 'protocol': 'UDP'} 
2026-02-03 00:16:50.094303 -Reason : Allowed Packet : 192.168.94.107 - Packet :{'source_ip': '192.168.94.107', 'destination_ip': '10.10.28.130', 'port': 1877, 'protocol': 'TCP'} 
2026-02-03 00:16:50.323178 -Reason : Allowed Packet : 192.168.57.117 - Packet :{'source_ip': '192.168.57.117', 'destination_ip': '10.10.51.122', 'port': 6467, 'protocol': 'TCP'} 
2026-02-03 00:16:50.514228 -Reason : Allowed Packet : 192.168.95.194 - Packet :{'source_ip': '192.168.95.194', 'destination_ip': '10.10.32.153', 'port': 52870, 'protocol': 'ICMP'} 
2026-02-03 00:16:50.602278 -Reason : Allowed Packet : 192.168.204.215 - Packet :{'source_ip': '192.168.204.215', 'destination_ip': '10.10.124.190', 'port': 40842, 'protocol': 'ICMP'} 
2026-02-03 00:16:51.019408 -Reason : Allowed Packet : 192.168.253.165 - Packet :{'source_ip': '192.168.253.165', 'destination_ip': '10.10.146.161', 'port': 31839, 'protocol': 'TCP'} 
2026-02-03 00:16:51.098112 -Reason : Allowed Packet : 192.168.96.228 - Packet :{'source_ip': '192.168.96.228', 'destination_ip': '10.10.177.43', 'port': 63262, 'protocol': 'UDP'} 
2026-02-03 00:16:51.326305 -Reason : Allowed Packet : 192.168.27.251 - Packet :{'source_ip': '192.168.27.251', 'destination_ip': '10.10.109.119', 'port': 30876, 'protocol': 'UDP'} 
2026-02-03 00:16:51.516151 -Reason : Allowed Packet : 192.168.250.90 - Packet :{'source_ip': '192.168.250.90', 'destination_ip': '10.10.13.12', 'port': 39703, 'protocol': 'TCP'} 
2026-02-03 00:16:51.604816 -Reason : Allowed Packet : 192.168.66.152 - Packet :{'source_ip': '192.168.66.152', 'destination_ip': '10.10.230.102', 'port': 13186, 'protocol': 'UDP'} 
2026-02-03 00:16:52.021486 -Reason : Allowed Packet : 192.168.190.24 - Packet :{'source_ip': '192.168.190.24', 'destination_ip': '10.10.142.167', 'port': 9011, 'protocol': 'UDP'} 
2026-02-03 00:16:52.099642 -Reason : Allowed Packet : 192.168.40.92 - Packet :{'source_ip': '192.168.40.92', 'destination_ip': '10.10.251.162', 'port': 20945, 'protocol': 'ICMP'} 
2026-02-03 00:16:52.329818 -Reason : Allowed Packet : 192.168.72.166 - Packet :{'source_ip': '192.168.72.166', 'destination_ip': '10.10.19.3', 'port': 64579, 'protocol': 'TCP'} 
2026-02-03 00:16:52.519775 -Reason : Allowed Packet : 192.168.96.120 - Packet :{'source_ip': '192.168.96.120', 'destination_ip': '10.10.18.22', 'port': 57883, 'protocol': 'ICMP'} 
2026-02-03 00:16:52.608492 -Reason : Allowed Packet : 192.168.216.171 - Packet :{'source_ip': '192.168.216.171', 'destination_ip': '10.10.78.91', 'port': 48730, 'protocol': 'TCP'} 
2026-02-03 00:16:53.023799 -Reason : Allowed Packet : 192.168.72.7 - Packet :{'source_ip': '192.168.72.7', 'destination_ip': '10.10.188.84', 'port': 65476, 'protocol': 'TCP'} 
2026-02-03 00:16:53.101499 -Reason : Allowed Packet : 192.168.69.144 - Packet :{'source_ip': '192.168.69.144', 'destination_ip': '10.10.5.84', 'port': 38154, 'protocol': 'UDP'} 
2026-02-03 00:16:53.331191 -Reason : Allowed Packet : 192.168.2.33 - Packet :{'source_ip': '192.168.2.33', 'destination_ip': '10.10.179.53', 'port': 53640, 'protocol': 'TCP'} 
2026-02-03 00:16:53.521553 -Reason : Allowed Packet : 192.168.35.129 - Packet :{'source_ip': '192.168.35.129', 'destination_ip': '10.10.251.225', 'port': 24528, 'protocol': 'UDP'} 
2026-02-03 00:16:53.611334 -Reason : Allowed Packet : 192.168.45.90 - Packet :{'source_ip': '192.168.45.90', 'destination_ip': '10.10.111.123', 'port': 1454, 'protocol': 'ICMP'} 
2026-02-03 00:16:54.025153 -Reason : Allowed Packet : 192.168.103.121 - Packet :{'source_ip': '192.168.103.121', 'destination_ip': '10.10.178.39', 'port': 1178, 'protocol': 'TCP'} 
2026-02-03 00:16:54.105710 -Reason : Allowed Packet : 192.168.251.230 - Packet :{'source_ip': '192.168.251.230', 'destination_ip': '10.10.38.202', 'port': 8182, 'protocol': 'TCP'} 
2026-02-03 00:16:54.334385 -Reason : Allowed Packet : 192.168.124.48 - Packet :{'source_ip': '192.168.124.48', 'destination_ip': '10.10.111.45', 'port': 53732, 'protocol': 'ICMP'} 
2026-02-03 00:16:54.522478 -Reason : Allowed Packet : 192.168.237.199 - Packet :{'source_ip': '192.168.237.199', 'destination_ip': '10.10.162.200', 'port': 45057, 'protocol': 'UDP'} 
2026-02-03 00:16:54.613661 -Reason : Allowed Packet : 192.168.193.2 - Packet :{'source_ip': '192.168.193.2', 'destination_ip': '10.10.221.209', 'port': 65201, 'protocol': 'ICMP'} 
2026-02-03 00:16:55.027814 -Reason : Allowed Packet : 192.168.44.72 - Packet :{'source_ip': '192.168.44.72', 'destination_ip': '10.10.41.161', 'port': 60335, 'protocol': 'UDP'} 
2026-02-03 00:16:55.107958 -Reason : Allowed Packet : 192.168.37.68 - Packet :{'source_ip': '192.168.37.68', 'destination_ip': '10.10.121.119', 'port': 13215, 'protocol': 'ICMP'} 
2026-02-03 00:16:55.335726 -Reason : Allowed Packet : 192.168.51.5 - Packet :{'source_ip': '192.168.51.5', 'destination_ip': '10.10.192.146', 'port': 23233, 'protocol': 'TCP'} 
2026-02-03 00:16:55.524349 -Reason : Allowed Packet : 192.168.193.97 - Packet :{'source_ip': '192.168.193.97', 'destination_ip': '10.10.251.104', 'port': 36910, 'protocol': 'TCP'} 
2026-02-03 00:16:55.617523 -Reason : Allowed Packet : 192.168.10.164 - Packet :{'source_ip': '192.168.10.164', 'destination_ip': '10.10.196.240', 'port': 24271, 'protocol': 'ICMP'} 
2026-02-03 00:16:56.029961 -Reason : Allowed Packet : 192.168.2.186 - Packet :{'source_ip': '192.168.2.186', 'destination_ip': '10.10.4.224', 'port': 42129, 'protocol': 'UDP'} 
2026-02-03 00:16:56.109796 -Reason : Allowed Packet : 192.168.189.139 - Packet :{'source_ip': '192.168.189.139', 'destination_ip': '10.10.8.0', 'port': 9258, 'protocol': 'UDP'} 
2026-02-03 00:16:56.339370 -Reason : Allowed Packet : 192.168.63.28 - Packet :{'source_ip': '192.168.63.28', 'destination_ip': '10.10.252.25', 'port': 28389, 'protocol': 'ICMP'} 
2026-02-03 00:16:56.526556 -Reason : Allowed Packet : 192.168.228.45 - Packet :{'source_ip': '192.168.228.45', 'destination_ip': '10.10.199.247', 'port': 52175, 'protocol': 'UDP'} 
2026-02-03 00:16:56.619762 -Reason : Allowed Packet : 192.168.204.58 - Packet :{'source_ip': '192.168.204.58', 'destination_ip': '10.10.85.109', 'port': 57649, 'protocol': 'TCP'} 
2026-02-03 00:16:57.031504 -Reason : Allowed Packet : 192.168.141.151 - Packet :{'source_ip': '192.168.141.151', 'destination_ip': '10.10.31.88', 'port': 4185, 'protocol': 'ICMP'} 
