2026-02-03 00:06:47.344910 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.0.139', 'destination_ip': '10.10.180.254', 'port': 18709, 'protocol': 'UDP'} 
2026-02-03 00:15:11.025176 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.76.201', 'destination_ip': '10.10.44.180', 'port': 59276, 'protocol': 'TCP'} 
2026-02-03 00:15:11.220613 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.91.95', 'destination_ip': '10.10.184.80', 'port': 17707, 'protocol': 'TCP'} 
2026-02-03 00:15:11.328463 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.217.239', 'destination_ip': '10.10.55.146', 'port': 64509, 'protocol': 'UDP'} 
2026-02-03 00:15:11.716721 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.163.41', 'destination_ip': '10.10.230.16', 'port': 64129, 'protocol': 'TCP'} 
2026-02-03 00:15:12.026964 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.3.94', 'destination_ip': '10.10.23.99', 'port': 51870, 'protocol': 'TCP'} 
2026-02-03 00:15:12.222929 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.107.125', 'destination_ip': '10.10.123.27', 'port': 31294, 'protocol': 'TCP'} 
2026-02-03 00:15:12.329852 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.247.57', 'destination_ip': '10.10.9.41', 'port': 3816, 'protocol': 'ICMP'} 
2026-02-03 00:15:12.718633 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.96.51', 'destination_ip': '10.10.159.218', 'port': 28545, 'protocol': 'UDP'} 
2026-02-03 00:15:13.028982 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.137.167', 'destination_ip': '10.10.80.126', 'port': 21365, 'protocol': 'UDP'} 
2026-02-03 00:15:13.226314 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.30.17', 'destination_ip': '10.10.199.206', 'port': 913, 'protocol': 'UDP'} 
2026-02-03 00:15:13.332085 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.188.162', 'destination_ip': '10.10.203.74', 'port': 38376, 'protocol': 'UDP'} 
2026-02-03 00:15:13.720541 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.211.143', 'destination_ip': '10.10.237.27', 'port': 54159, 'protocol': 'ICMP'} 
2026-02-03 00:15:14.030324 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.72.140', 'destination_ip': '10.10.236.154', 'port': 11380, 'protocol': 'ICMP'} 
2026-02-03 00:15:14.228983 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.245.108', 'destination_ip': '10.10.99.79', 'port': 38100, 'protocol': 'UDP'} 
2026-02-03 00:15:14.335765 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.171.111', 'destination_ip': '10.10.137.144', 'port': 43776, 'protocol': 'UDP'} 
2026-02-03 00:15:14.722557 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.59.177', 'destination_ip': '10.10.158.20', 'port': 2277, 'protocol': 'TCP'} 
2026-02-03 00:15:15.031514 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.196.138', 'destination_ip': '10.10.187.7', 'port': 14335, 'protocol': 'TCP'} 
2026-02-03 00:15:15.231770 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.201.57', 'destination_ip': '10.10.57.152', 'port': 5603, 'protocol': 'ICMP'} 
2026-02-03 00:15:15.337523 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.137.134', 'destination_ip': '10.10.115.88', 'port': 56424, 'protocol': 'UDP'} 
2026-02-03 00:15:15.724194 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.185.24', 'destination_ip': '10.10.46.64', 'port': 48531, 'protocol': 'TCP'} 
2026-02-03 00:15:16.033035 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.58.49', 'destination_ip': '10.10.133.5', 'port': 58698, 'protocol': 'UDP'} 
2026-02-03 00:15:16.234109 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.110.217', 'destination_ip': '10.10.126.98', 'port': 61792, 'protocol': 'UDP'} 
2026-02-03 00:15:16.339416 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.157.39', 'destination_ip': '10.10.136.178', 'port': 47858, 'protocol': 'ICMP'} 
2026-02-03 00:15:16.726575 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.120.98', 'destination_ip': '10.10.233.246', 'port': 40746, 'protocol': 'UDP'} 
2026-02-03 00:15:17.034435 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.75.198', 'destination_ip': '10.10.97.168', 'port': 66372, 'protocol': 'TCP'} 
2026-02-03 00:15:17.237476 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.196.133', 'destination_ip': '10.10.244.230', 'port': 10306, 'protocol': 'TCP'} 
2026-02-03 00:15:17.342594 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.194.101', 'destination_ip': '10.10.189.39', 'port': 57562, 'protocol': 'UDP'} 
2026-02-03 00:15:17.731139 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.173.59', 'destination_ip': '10.10.230.144', 'port': 24805, 'protocol': 'ICMP'} 
2026-02-03 00:15:18.036158 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.77.51', 'destination_ip': '10.10.224.218', 'port': 65951, 'protocol': 'UDP'} 
2026-02-03 00:15:18.239924 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.67.139', 'destination_ip': '10.10.64.135', 'port': 35343, 'protocol': 'ICMP'} 
2026-02-03 00:15:18.343908 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.80.137', 'destination_ip': '10.10.159.127', 'port': 24491, 'protocol': 'ICMP'} 
2026-02-03 00:15:18.732681 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.98.252', 'destination_ip': '10.10.137.214', 'port': 51908, 'protocol': 'UDP'} 
2026-02-03 00:15:19.037940 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.237.86', 'destination_ip': '10.10.112.94', 'port': 10263, 'protocol': 'UDP'} 
2026-02-03 00:15:19.241552 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.227.17', 'destination_ip': '10.10.97.219', 'port': 55, 'protocol': 'TCP'} 
2026-02-03 00:15:19.345708 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.77.184', 'destination_ip': '10.10.8.247', 'port': 45169, 'protocol': 'UDP'} 
2026-02-03 00:15:19.735331 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.124.33', 'destination_ip': '10.10.174.59', 'port': 61249, 'protocol': 'UDP'} 
2026-02-03 00:15:20.040828 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.1.8', 'destination_ip': '10.10.84.197', 'port': 27784, 'protocol': 'ICMP'} 
2026-02-03 00:15:20.244611 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.127.109', 'destination_ip': '10.10.26.36', 'port': 59078, 'protocol': 'ICMP'} 
2026-02-03 00:15:20.347420 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.117.25', 'destination_ip': '10.10.217.201', 'port': 14530, 'protocol': 'UDP'} 
2026-02-03 00:15:20.737583 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.15.200', 'destination_ip': '10.10.249.212', 'port': 17182, 'protocol': 'ICMP'} 
2026-02-03 00:15:21.043456 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.151.250', 'destination_ip': '10.10.214.100', 'port': 58406, 'protocol': 'ICMP'} 
2026-02-03 00:15:21.246101 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.107.73', 'destination_ip': '10.10.155.166', 'port': 7912, 'protocol': 'UDP'} 
2026-02-03 00:15:21.349769 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.55.136', 'destination_ip': '10.10.32.149', 'port': 18121, 'protocol': 'ICMP'} 
2026-02-03 00:15:21.739349 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.226.173', 'destination_ip': '10.10.216.75', 'port': 56863, 'protocol': 'TCP'} 
2026-02-03 00:15:22.046385 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.206.145', 'destination_ip': '10.10.32.144', 'port': 41276, 'protocol': 'TCP'} 
2026-02-03 00:15:22.248963 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.13.239', 'destination_ip': '10.10.131.133', 'port': 24720, 'protocol': 'TCP'} 
2026-02-03 00:15:22.351893 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.151.155', 'destination_ip': '10.10.203.154', 'port': 27896, 'protocol': 'UDP'} 
2026-02-03 00:15:22.741678 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.118.42', 'destination_ip': '10.10.25.153', 'port': 33855, 'protocol': 'ICMP'} 
2026-02-03 00:15:23.047427 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.109.103', 'destination_ip': '10.10.15.10', 'port': 6533, 'protocol': 'UDP'} 
2026-02-03 00:15:23.249921 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.113.102', 'destination_ip': '10.10.81.254', 'port': 58788, 'protocol': 'TCP'} 
2026-02-03 00:15:23.355654 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.61.143', 'destination_ip': '10.10.30.35', 'port': 22516, 'protocol': 'ICMP'} 
2026-02-03 00:15:23.744544 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.174.9', 'destination_ip': '10.10.147.8', 'port': 2236, 'protocol': 'TCP'} 
2026-02-03 00:15:24.049589 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.57.28', 'destination_ip': '10.10.248.230', 'port': 65364, 'protocol': 'ICMP'} 
2026-02-03 00:15:24.252053 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.253.207', 'destination_ip': '10.10.227.185', 'port': 61704, 'protocol': 'ICMP'} 
2026-02-03 00:15:24.359252 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.207.246', 'destination_ip': '10.10.204.127', 'port': 13997, 'protocol': 'ICMP'} 
2026-02-03 00:15:24.747175 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.112.194', 'destination_ip': '10.10.253.124', 'port': 43736, 'protocol': 'TCP'} 
2026-02-03 00:15:25.051508 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.73.78', 'destination_ip': '10.10.68.112', 'port': 2457, 'protocol': 'ICMP'} 
2026-02-03 00:15:25.253946 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.193.242', 'destination_ip': '10.10.58.254', 'port': 61749, 'protocol': 'ICMP'} 
2026-02-03 00:15:25.361360 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.121.18', 'destination_ip': '10.10.21.199', 'port': 14023, 'protocol': 'UDP'} 
2026-02-03 00:15:25.750044 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.198.174', 'destination_ip': '10.10.169.182', 'port': 38383, 'protocol': 'UDP'} 
2026-02-03 00:15:26.054484 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.49.238', 'destination_ip': '10.10.200.70', 'port': 1144, 'protocol': 'TCP'} 
2026-02-03 00:15:26.256949 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.8.253', 'destination_ip': '10.10.206.230', 'port': 6324, 'protocol': 'TCP'} 
2026-02-03 00:15:26.362317 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.206.64', 'destination_ip': '10.10.128.200', 'port': 25044, 'protocol': 'TCP'} 
2026-02-03 00:15:26.752910 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.210.253', 'destination_ip': '10.10.57.237', 'port': 25077, 'protocol': 'ICMP'} 
2026-02-03 00:15:27.056306 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.76.136', 'destination_ip': '10.10.175.49', 'port': 43919, 'protocol': 'TCP'} 
2026-02-03 00:15:27.259707 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.28.117', 'destination_ip': '10.10.68.159', 'port': 2105, 'protocol': 'UDP'} 
2026-02-03 00:15:27.363349 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.240.113', 'destination_ip': '10.10.0.71', 'port': 3668, 'protocol': 'ICMP'} 
2026-02-03 00:15:27.756783 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.139.215', 'destination_ip': '10.10.221.104', 'port': 30308, 'protocol': 'TCP'} 
2026-02-03 00:15:27.830783 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.74.160', 'destination_ip': '10.10.145.198', 'port': 46313, 'protocol': 'UDP'} 
2026-02-03 00:15:28.057505 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.216.157', 'destination_ip': '10.10.137.21', 'port': 23746, 'protocol': 'ICMP'} 
2026-02-03 00:15:28.265414 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.114.237', 'destination_ip': '10.10.237.217', 'port': 61685, 'protocol': 'TCP'} 
2026-02-03 00:15:28.364850 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.179.25', 'destination_ip': '10.10.179.90', 'port': 53667, 'protocol': 'TCP'} 
2026-02-03 00:15:28.758571 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.63.227', 'destination_ip': '10.10.98.145', 'port': 14274, 'protocol': 'TCP'} 
2026-02-03 00:15:28.832799 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.104.206', 'destination_ip': '10.10.233.39', 'port': 43742, 'protocol': 'ICMP'} 
2026-02-03 00:15:29.060760 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.65.3', 'destination_ip': '10.10.135.20', 'port': 20147, 'protocol': 'ICMP'} 
2026-02-03 00:15:29.267921 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.90.196', 'destination_ip': '10.10.150.11', 'port': 20837, 'protocol': 'ICMP'} 
2026-02-03 00:15:29.367110 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.60.207', 'destination_ip': '10.10.59.25', 'port': 47476, 'protocol': 'UDP'} 
2026-02-03 00:15:29.759895 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.90.155', 'destination_ip': '10.10.25.94', 'port': 46997, 'protocol': 'UDP'} 
2026-02-03 00:15:29.834379 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.67.52', 'destination_ip': '10.10.83.111', 'port': 10222, 'protocol': 'TCP'} 
2026-02-03 00:15:30.061965 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.117.229', 'destination_ip': '10.10.95.176', 'port': 65792, 'protocol': 'TCP'} 
2026-02-03 00:15:30.269957 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.114.171', 'destination_ip': '10.10.171.161', 'port': 4427, 'protocol': 'ICMP'} 
2026-02-03 00:15:30.369430 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.55.61', 'destination_ip': '10.10.200.10', 'port': 25383, 'protocol': 'ICMP'} 
2026-02-03 00:15:30.763312 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.221.190', 'destination_ip': '10.10.155.86', 'port': 60629, 'protocol': 'ICMP'} 
2026-02-03 00:15:30.838122 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.195.62', 'destination_ip': '10.10.153.229', 'port': 20644, 'protocol': 'TCP'} 
2026-02-03 00:15:31.063272 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.102.27', 'destination_ip': '10.10.253.206', 'port': 63706, 'protocol': 'ICMP'} 
2026-02-03 00:15:31.272749 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.72.235', 'destination_ip': '10.10.184.174', 'port': 4192, 'protocol': 'TCP'} 
2026-02-03 00:15:31.370463 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.216.158', 'destination_ip': '10.10.101.34', 'port': 45632, 'protocol': 'TCP'} 
2026-02-03 00:15:31.766271 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.130.35', 'destination_ip': '10.10.180.126', 'port': 37004, 'protocol': 'TCP'} 
2026-02-03 00:15:31.840579 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.2.121', 'destination_ip': '10.10.161.20', 'port': 33335, 'protocol': 'UDP'} 
2026-02-03 00:15:32.065411 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.140.111', 'destination_ip': '10.10.60.97', 'port': 62978, 'protocol': 'TCP'} 
2026-02-03 00:15:32.275157 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.17.107', 'destination_ip': '10.10.85.135', 'port': 6628, 'protocol': 'TCP'} 
2026-02-03 00:15:32.374318 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.75.36', 'destination_ip': '10.10.136.124', 'port': 54089, 'protocol': 'UDP'} 
2026-02-03 00:15:32.770253 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.2.103', 'destination_ip': '10.10.20.181', 'port': 20494, 'protocol': 'ICMP'} 
2026-02-03 00:15:32.843053 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.112.62', 'destination_ip': '10.10.87.189', 'port': 25831, 'protocol': 'TCP'} 
2026-02-03 00:15:33.068714 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.235.31', 'destination_ip': '10.10.219.141', 'port': 29246, 'protocol': 'ICMP'} 
2026-02-03 00:15:33.278657 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.62.23', 'destination_ip': '10.10.230.56', 'port': 63837, 'protocol': 'TCP'} 
2026-02-03 00:15:33.376461 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.61.21', 'destination_ip': '10.10.141.251', 'port': 21197, 'protocol': 'UDP'} 
2026-02-03 00:15:33.772085 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.240.177', 'destination_ip': '10.10.95.47', 'port': 48540, 'protocol': 'UDP'} 
2026-02-03 00:15:33.845563 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.196.111', 'destination_ip': '10.10.174.169', 'port': 42455, 'protocol': 'ICMP'} 
2026-02-03 00:15:34.070203 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.33.145', 'destination_ip': '10.10.40.125', 'port': 31287, 'protocol': 'ICMP'} 
2026-02-03 00:15:34.281087 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.91.134', 'destination_ip': '10.10.166.40', 'port': 32097, 'protocol': 'UDP'} 
2026-02-03 00:15:34.378242 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.239.35', 'destination_ip': '10.10.74.23', 'port': 62640, 'protocol': 'UDP'} 
2026-02-03 00:15:34.773541 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.85.64', 'destination_ip': '10.10.71.69', 'port': 63479, 'protocol': 'TCP'} 
2026-02-03 00:15:34.848149 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.13.244', 'destination_ip': '10.10.152.22', 'port': 59604, 'protocol': 'UDP'} 
2026-02-03 00:15:35.071644 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.73.88', 'destination_ip': '10.10.166.3', 'port': 46147, 'protocol': 'TCP'} 
2026-02-03 00:15:35.283593 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.7.200', 'destination_ip': '10.10.156.48', 'port': 4833, 'protocol': 'TCP'} 
2026-02-03 00:15:35.380099 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.204.187', 'destination_ip': '10.10.21.89', 'port': 32730, 'protocol': 'TCP'} 
2026-02-03 00:15:35.776743 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.179.219', 'destination_ip': '10.10.130.172', 'port': 34469, 'protocol': 'UDP'} 
2026-02-03 00:15:35.849708 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.191.209', 'destination_ip': '10.10.232.12', 'port': 46575, 'protocol': 'UDP'} 
2026-02-03 00:15:36.074693 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.7.181', 'destination_ip': '10.10.161.103', 'port': 66174, 'protocol': 'TCP'} 
2026-02-03 00:15:36.287284 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.160.203', 'destination_ip': '10.10.153.60', 'port': 52665, 'protocol': 'ICMP'} 
2026-02-03 00:15:36.381706 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.242.112', 'destination_ip': '10.10.118.241', 'port': 49906, 'protocol': 'TCP'} 
2026-02-03 00:15:36.779017 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.248.166', 'destination_ip': '10.10.253.155', 'port': 35249, 'protocol': 'ICMP'} 
2026-02-03 00:15:36.852602 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.181.131', 'destination_ip': '10.10.116.105', 'port': 26425, 'protocol': 'UDP'} 
2026-02-03 00:15:37.076898 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.246.38', 'destination_ip': '10.10.66.250', 'port': 63620, 'protocol': 'ICMP'} 
2026-02-03 00:15:37.288694 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.80.27', 'destination_ip': '10.10.83.165', 'port': 32001, 'protocol': 'UDP'} 
2026-02-03 00:15:37.383612 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.67.218', 'destination_ip': '10.10.13.169', 'port': 54453, 'protocol': 'UDP'} 
2026-02-03 00:15:37.782827 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.124.80', 'destination_ip': '10.10.146.45', 'port': 53575, 'protocol': 'UDP'} 
2026-02-03 00:15:37.855369 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.201.94', 'destination_ip': '10.10.2.60', 'port': 18243, 'protocol': 'ICMP'} 
2026-02-03 00:15:38.079575 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.164.108', 'destination_ip': '10.10.231.165', 'port': 17062, 'protocol': 'ICMP'} 
2026-02-03 00:15:38.291174 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.168.97', 'destination_ip': '10.10.158.8', 'port': 29189, 'protocol': 'UDP'} 
2026-02-03 00:15:38.385569 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.60.167', 'destination_ip': '10.10.202.35', 'port': 59938, 'protocol': 'ICMP'} 
2026-02-03 00:15:38.785757 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.223.247', 'destination_ip': '10.10.244.8', 'port': 62789, 'protocol': 'TCP'} 
2026-02-03 00:15:38.857377 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.83.213', 'destination_ip': '10.10.2.190', 'port': 5647, 'protocol': 'UDP'} 
2026-02-03 00:15:39.081557 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.231.96', 'destination_ip': '10.10.137.103', 'port': 4900, 'protocol': 'UDP'} 
2026-02-03 00:15:39.294014 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.153.144', 'destination_ip': '10.10.50.221', 'port': 8596, 'protocol': 'TCP'} 
2026-02-03 00:15:39.387777 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.84.45', 'destination_ip': '10.10.147.57', 'port': 3857, 'protocol': 'UDP'} 
2026-02-03 00:15:39.788649 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.56.78', 'destination_ip': '10.10.95.172', 'port': 8354, 'protocol': 'UDP'} 
2026-02-03 00:15:39.859661 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.125.36', 'destination_ip': '10.10.4.89', 'port': 32248, 'protocol': 'UDP'} 
2026-02-03 00:15:40.084440 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.16.153', 'destination_ip': '10.10.128.69', 'port': 29497, 'protocol': 'UDP'} 
2026-02-03 00:15:40.295414 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.15.111', 'destination_ip': '10.10.11.129', 'port': 10558, 'protocol': 'ICMP'} 
2026-02-03 00:15:40.389798 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.199.116', 'destination_ip': '10.10.198.115', 'port': 25347, 'protocol': 'TCP'} 
2026-02-03 00:15:40.790902 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.27.124', 'destination_ip': '10.10.195.159', 'port': 42001, 'protocol': 'UDP'} 
2026-02-03 00:15:40.862322 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.23.208', 'destination_ip': '10.10.63.196', 'port': 7157, 'protocol': 'TCP'} 
2026-02-03 00:15:41.085794 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.13.236', 'destination_ip': '10.10.120.28', 'port': 49350, 'protocol': 'UDP'} 
2026-02-03 00:15:41.297614 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.66.108', 'destination_ip': '10.10.246.209', 'port': 128, 'protocol': 'UDP'} 
2026-02-03 00:15:41.391217 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.199.141', 'destination_ip': '10.10.130.233', 'port': 57644, 'protocol': 'TCP'} 
2026-02-03 00:15:41.792146 -Reasopm : Blocked_protocol : ICMP - Packet :{'source_ip': '192.168.254.12', 'destination_ip': '10.10.126.35', 'port': 26270, 'protocol': 'ICMP'} 
2026-02-03 00:15:41.866340 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.83.214', 'destination_ip': '10.10.77.29', 'port': 37362, 'protocol': 'TCP'} 
2026-02-03 00:15:42.089087 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.92.154', 'destination_ip': '10.10.219.50', 'port': 41098, 'protocol': 'UDP'} 
2026-02-03 00:15:42.299518 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.228.91', 'destination_ip': '10.10.70.106', 'port': 12248, 'protocol': 'TCP'} 
2026-02-03 00:15:42.393222 -Reasopm : Blocked_protocol : UDP - Packet :{'source_ip': '192.168.241.242', 'destination_ip': '10.10.137.6', 'port': 15275, 'protocol': 'UDP'} 
2026-02-03 00:15:42.795499 -Reasopm : Blocked_protocol : TCP - Packet :{'source_ip': '192.168.149.105', 'destination_ip': '10.10.24.119', 'port': 34815, 'protocol': 'TCP'} 
